,New Churn Category
5018,IS NULL
5019,Client service
5020,IS NULL
5021,IS NULL
5022,Product quality
5023,Price
5024,IS NULL
5025,IS NULL
5026,IS NULL
5027,Competitor
5028,Competitor
5029,IS NULL
5030,IS NULL
5031,Product quality
5032,IS NULL
5033,IS NULL
5034,IS NULL
5035,IS NULL
5036,Competitor
5037,IS NULL
5038,IS NULL
5039,Client service
5040,IS NULL
5041,Competitor
5042,IS NULL
5043,IS NULL
5044,IS NULL
5045,IS NULL
5046,IS NULL
5047,IS NULL
5048,IS NULL
5049,IS NULL
5050,IS NULL
5051,IS NULL
5052,IS NULL
5053,IS NULL
5054,IS NULL
5055,IS NULL
5056,IS NULL
5057,IS NULL
5058,IS NULL
5059,Client service
5060,IS NULL
5061,IS NULL
5062,IS NULL
5063,Price
5064,IS NULL
5065,Competitor
5066,IS NULL
5067,IS NULL
5068,IS NULL
5069,IS NULL
5070,IS NULL
5071,IS NULL
5072,Competitor
5073,IS NULL
5074,IS NULL
5075,Competitor
5076,IS NULL
5077,IS NULL
5078,IS NULL
5079,Client service
5080,IS NULL
5081,Competitor
5082,IS NULL
5083,IS NULL
5084,IS NULL
5085,Competitor
5086,IS NULL
5087,IS NULL
5088,IS NULL
5089,IS NULL
5090,IS NULL
5091,Other
5092,Competitor
5093,IS NULL
5094,IS NULL
5095,IS NULL
5096,IS NULL
5097,IS NULL
5098,IS NULL
5099,IS NULL
5100,IS NULL
5101,IS NULL
5102,IS NULL
5103,IS NULL
5104,IS NULL
5105,IS NULL
5106,IS NULL
5107,IS NULL
5108,Client service
5109,Client service
5110,IS NULL
5111,IS NULL
5112,IS NULL
5113,IS NULL
5114,IS NULL
5115,IS NULL
5116,IS NULL
5117,IS NULL
5118,Client service
5119,IS NULL
5120,IS NULL
5121,Client service
5122,IS NULL
5123,Competitor
5124,IS NULL
5125,Competitor
5126,Client service
5127,IS NULL
5128,IS NULL
5129,Other
5130,IS NULL
5131,IS NULL
5132,IS NULL
5133,Other
5134,IS NULL
5135,IS NULL
5136,IS NULL
5137,IS NULL
5138,Client service
5139,IS NULL
5140,Competitor
5141,Competitor
5142,Price
5143,Client service
5144,IS NULL
5145,IS NULL
5146,Competitor
5147,IS NULL
5148,IS NULL
5149,IS NULL
5150,IS NULL
5151,IS NULL
5152,IS NULL
5153,IS NULL
5154,Price
5155,Competitor
5156,Competitor
5157,IS NULL
5158,IS NULL
5159,IS NULL
5160,Product quality
5161,Product quality
5162,IS NULL
5163,IS NULL
5164,IS NULL
5165,IS NULL
5166,IS NULL
5167,IS NULL
5168,Product quality
5169,IS NULL
5170,IS NULL
5171,Price
5172,IS NULL
5173,Product quality
5174,IS NULL
5175,IS NULL
5176,IS NULL
5177,Client service
5178,IS NULL
5179,IS NULL
5180,IS NULL
5181,IS NULL
5182,IS NULL
5183,IS NULL
5184,Competitor
5185,Competitor
5186,IS NULL
5187,IS NULL
5188,IS NULL
5189,IS NULL
5190,IS NULL
5191,IS NULL
5192,IS NULL
5193,IS NULL
5194,IS NULL
5195,IS NULL
5196,IS NULL
5197,Competitor
5198,IS NULL
5199,Product quality
5200,IS NULL
5201,IS NULL
5202,IS NULL
5203,IS NULL
5204,Competitor
5205,IS NULL
5206,IS NULL
5207,IS NULL
5208,IS NULL
5209,IS NULL
5210,IS NULL
5211,IS NULL
5212,Competitor
5213,IS NULL
5214,IS NULL
5215,IS NULL
5216,IS NULL
5217,IS NULL
5218,Product quality
5219,IS NULL
5220,IS NULL
5221,IS NULL
5222,IS NULL
5223,IS NULL
5224,IS NULL
5225,IS NULL
5226,IS NULL
5227,IS NULL
5228,Client service
5229,Price
5230,IS NULL
5231,IS NULL
5232,IS NULL
5233,IS NULL
5234,IS NULL
5235,IS NULL
5236,Client service
5237,IS NULL
5238,Competitor
5239,IS NULL
5240,Client service
5241,IS NULL
5242,IS NULL
5243,Competitor
5244,IS NULL
5245,Competitor
5246,IS NULL
5247,IS NULL
5248,IS NULL
5249,IS NULL
5250,IS NULL
5251,IS NULL
5252,IS NULL
5253,IS NULL
5254,IS NULL
5255,IS NULL
5256,IS NULL
5257,IS NULL
5258,IS NULL
5259,IS NULL
5260,Competitor
5261,Competitor
5262,IS NULL
5263,Competitor
5264,IS NULL
5265,IS NULL
5266,IS NULL
5267,IS NULL
5268,IS NULL
5269,IS NULL
5270,IS NULL
5271,IS NULL
5272,Competitor
5273,IS NULL
5274,IS NULL
5275,IS NULL
5276,IS NULL
5277,IS NULL
5278,IS NULL
5279,IS NULL
5280,IS NULL
5281,Competitor
5282,IS NULL
5283,IS NULL
5284,Competitor
5285,IS NULL
5286,IS NULL
5287,IS NULL
5288,IS NULL
5289,IS NULL
5290,Client service
5291,IS NULL
5292,IS NULL
5293,IS NULL
5294,IS NULL
5295,Price
5296,Product quality
5297,IS NULL
5298,Client service
5299,IS NULL
5300,Product quality
5301,Competitor
5302,IS NULL
5303,IS NULL
5304,Competitor
5305,Competitor
5306,IS NULL
5307,IS NULL
5308,IS NULL
5309,IS NULL
5310,IS NULL
5311,Competitor
5312,Product quality
5313,IS NULL
5314,IS NULL
5315,IS NULL
5316,Competitor
5317,IS NULL
5318,Competitor
5319,IS NULL
5320,IS NULL
5321,IS NULL
5322,Client service
5323,IS NULL
5324,IS NULL
5325,IS NULL
5326,IS NULL
5327,IS NULL
5328,Client service
5329,IS NULL
5330,IS NULL
5331,IS NULL
5332,Client service
5333,IS NULL
5334,Competitor
5335,IS NULL
5336,IS NULL
5337,Competitor
5338,Other
5339,IS NULL
5340,IS NULL
5341,Client service
5342,Competitor
5343,Price
5344,IS NULL
5345,Competitor
5346,Client service
5347,IS NULL
5348,IS NULL
5349,IS NULL
5350,IS NULL
5351,IS NULL
5352,IS NULL
5353,Competitor
5354,IS NULL
5355,Competitor
5356,IS NULL
5357,IS NULL
5358,IS NULL
5359,Competitor
5360,IS NULL
5361,IS NULL
5362,Price
5363,IS NULL
5364,IS NULL
5365,IS NULL
5366,Competitor
5367,IS NULL
5368,IS NULL
5369,Competitor
5370,Price
5371,IS NULL
5372,IS NULL
5373,IS NULL
5374,Price
5375,IS NULL
5376,Price
5377,Price
5378,IS NULL
5379,Other
5380,IS NULL
5381,Competitor
5382,IS NULL
5383,IS NULL
5384,IS NULL
5385,Competitor
5386,Other
5387,IS NULL
5388,IS NULL
5389,IS NULL
5390,IS NULL
5391,IS NULL
5392,IS NULL
5393,Client service
5394,IS NULL
5395,IS NULL
5396,IS NULL
5397,IS NULL
5398,IS NULL
5399,IS NULL
5400,IS NULL
5401,IS NULL
5402,IS NULL
5403,Product quality
5404,Other
5405,Competitor
5406,IS NULL
5407,Client service
5408,IS NULL
5409,IS NULL
5410,IS NULL
5411,IS NULL
5412,IS NULL
5413,Price
5414,Product quality
5415,Competitor
5416,IS NULL
5417,IS NULL
5418,Client service
5419,IS NULL
5420,IS NULL
5421,IS NULL
5422,IS NULL
5423,IS NULL
5424,IS NULL
5425,IS NULL
5426,Client service
5427,IS NULL
5428,IS NULL
5429,Competitor
5430,Product quality
5431,IS NULL
5432,IS NULL
5433,IS NULL
5434,IS NULL
5435,IS NULL
5436,IS NULL
5437,IS NULL
5438,Price
5439,IS NULL
5440,Client service
5441,IS NULL
5442,IS NULL
5443,Other
5444,IS NULL
5445,IS NULL
5446,IS NULL
5447,Competitor
5448,IS NULL
5449,Product quality
5450,IS NULL
5451,IS NULL
5452,IS NULL
5453,IS NULL
5454,IS NULL
5455,IS NULL
5456,IS NULL
5457,Competitor
5458,IS NULL
5459,IS NULL
5460,Competitor
5461,IS NULL
5462,IS NULL
5463,IS NULL
5464,IS NULL
5465,IS NULL
5466,Competitor
5467,IS NULL
5468,Product quality
5469,IS NULL
5470,IS NULL
5471,IS NULL
5472,IS NULL
5473,Competitor
5474,IS NULL
5475,IS NULL
5476,IS NULL
5477,IS NULL
5478,IS NULL
5479,IS NULL
5480,IS NULL
5481,Competitor
5482,IS NULL
5483,IS NULL
5484,IS NULL
5485,IS NULL
5486,Competitor
5487,IS NULL
5488,IS NULL
5489,IS NULL
5490,IS NULL
5491,IS NULL
5492,IS NULL
5493,Product quality
5494,IS NULL
5495,Client service
5496,Competitor
5497,IS NULL
5498,IS NULL
5499,IS NULL
5500,Product quality
5501,IS NULL
5502,IS NULL
5503,IS NULL
5504,IS NULL
5505,Other
5506,IS NULL
5507,IS NULL
5508,IS NULL
5509,Competitor
5510,Competitor
5511,IS NULL
5512,Product quality
5513,IS NULL
5514,IS NULL
5515,IS NULL
5516,Competitor
5517,IS NULL
5518,IS NULL
5519,Client service
5520,IS NULL
5521,Client service
5522,IS NULL
5523,Product quality
5524,IS NULL
5525,Client service
5526,IS NULL
5527,IS NULL
5528,Price
5529,IS NULL
5530,Competitor
5531,IS NULL
5532,IS NULL
5533,IS NULL
5534,IS NULL
5535,IS NULL
5536,IS NULL
5537,IS NULL
5538,IS NULL
5539,IS NULL
5540,IS NULL
5541,IS NULL
5542,Competitor
5543,IS NULL
5544,IS NULL
5545,IS NULL
5546,Price
5547,IS NULL
5548,IS NULL
5549,IS NULL
5550,IS NULL
5551,IS NULL
5552,Competitor
5553,IS NULL
5554,IS NULL
5555,IS NULL
5556,IS NULL
5557,IS NULL
5558,Product quality
5559,Competitor
5560,IS NULL
5561,Other
5562,IS NULL
5563,IS NULL
5564,IS NULL
5565,Price
5566,IS NULL
5567,Other
5568,Price
5569,IS NULL
5570,IS NULL
5571,Competitor
5572,Competitor
5573,IS NULL
5574,Price
5575,IS NULL
5576,IS NULL
5577,Client service
5578,Client service
5579,Competitor
5580,IS NULL
5581,IS NULL
5582,IS NULL
5583,IS NULL
5584,IS NULL
5585,Competitor
5586,IS NULL
5587,IS NULL
5588,IS NULL
5589,IS NULL
5590,IS NULL
5591,IS NULL
5592,IS NULL
5593,IS NULL
5594,IS NULL
5595,IS NULL
5596,IS NULL
5597,IS NULL
5598,IS NULL
5599,IS NULL
5600,Competitor
5601,Competitor
5602,IS NULL
5603,Competitor
5604,Other
5605,IS NULL
5606,Client service
5607,IS NULL
5608,IS NULL
5609,IS NULL
5610,IS NULL
5611,IS NULL
5612,Competitor
5613,IS NULL
5614,IS NULL
5615,Competitor
5616,IS NULL
5617,Competitor
5618,IS NULL
5619,IS NULL
5620,IS NULL
5621,IS NULL
5622,IS NULL
5623,IS NULL
5624,IS NULL
5625,IS NULL
5626,Client service
5627,IS NULL
5628,IS NULL
5629,IS NULL
5630,Client service
5631,Competitor
5632,Client service
5633,IS NULL
5634,IS NULL
5635,Competitor
5636,IS NULL
5637,IS NULL
5638,IS NULL
5639,Price
5640,IS NULL
5641,IS NULL
5642,IS NULL
5643,IS NULL
5644,Price
5645,Price
5646,IS NULL
5647,IS NULL
5648,IS NULL
5649,IS NULL
5650,IS NULL
5651,IS NULL
5652,IS NULL
5653,Other
5654,IS NULL
5655,IS NULL
5656,IS NULL
5657,IS NULL
5658,IS NULL
5659,IS NULL
5660,IS NULL
5661,IS NULL
5662,Other
5663,IS NULL
5664,IS NULL
5665,IS NULL
5666,Competitor
5667,IS NULL
5668,IS NULL
5669,Product quality
5670,IS NULL
5671,IS NULL
5672,IS NULL
5673,IS NULL
5674,IS NULL
5675,IS NULL
5676,IS NULL
5677,IS NULL
5678,Competitor
5679,IS NULL
5680,IS NULL
5681,IS NULL
5682,IS NULL
5683,Competitor
5684,IS NULL
5685,Competitor
5686,IS NULL
5687,IS NULL
5688,IS NULL
5689,IS NULL
5690,Competitor
5691,IS NULL
5692,Product quality
5693,Competitor
5694,IS NULL
5695,IS NULL
5696,IS NULL
5697,IS NULL
5698,IS NULL
5699,IS NULL
5700,IS NULL
5701,IS NULL
5702,Client service
5703,IS NULL
5704,IS NULL
5705,IS NULL
5706,IS NULL
5707,IS NULL
5708,Client service
5709,IS NULL
5710,IS NULL
5711,IS NULL
5712,IS NULL
5713,IS NULL
5714,IS NULL
5715,IS NULL
5716,IS NULL
5717,IS NULL
5718,Client service
5719,Competitor
5720,IS NULL
5721,Competitor
5722,Competitor
5723,IS NULL
5724,IS NULL
5725,Other
5726,Competitor
5727,Competitor
5728,IS NULL
5729,IS NULL
5730,IS NULL
5731,Other
5732,Client service
5733,IS NULL
5734,IS NULL
5735,IS NULL
5736,IS NULL
5737,IS NULL
5738,Price
5739,IS NULL
5740,IS NULL
5741,Product quality
5742,Client service
5743,IS NULL
5744,IS NULL
5745,Client service
5746,IS NULL
5747,IS NULL
5748,Competitor
5749,IS NULL
5750,IS NULL
5751,IS NULL
5752,IS NULL
5753,IS NULL
5754,IS NULL
5755,IS NULL
5756,IS NULL
5757,Competitor
5758,IS NULL
5759,IS NULL
5760,IS NULL
5761,IS NULL
5762,IS NULL
5763,IS NULL
5764,IS NULL
5765,IS NULL
5766,IS NULL
5767,IS NULL
5768,IS NULL
5769,Product quality
5770,Client service
5771,Product quality
5772,IS NULL
5773,IS NULL
5774,IS NULL
5775,IS NULL
5776,IS NULL
5777,Client service
5778,IS NULL
5779,IS NULL
5780,IS NULL
5781,IS NULL
5782,IS NULL
5783,IS NULL
5784,IS NULL
5785,IS NULL
5786,IS NULL
5787,IS NULL
5788,IS NULL
5789,Competitor
5790,IS NULL
5791,IS NULL
5792,IS NULL
5793,Client service
5794,IS NULL
5795,IS NULL
5796,IS NULL
5797,IS NULL
5798,IS NULL
5799,IS NULL
5800,IS NULL
5801,Client service
5802,IS NULL
5803,Competitor
5804,IS NULL
5805,IS NULL
5806,IS NULL
5807,IS NULL
5808,Price
5809,IS NULL
5810,IS NULL
5811,Client service
5812,Price
5813,Competitor
5814,IS NULL
5815,Product quality
5816,IS NULL
5817,IS NULL
5818,IS NULL
5819,IS NULL
5820,IS NULL
5821,IS NULL
5822,IS NULL
5823,IS NULL
5824,Competitor
5825,IS NULL
5826,IS NULL
5827,IS NULL
5828,IS NULL
5829,IS NULL
5830,IS NULL
5831,IS NULL
5832,Product quality
5833,IS NULL
5834,IS NULL
5835,IS NULL
5836,IS NULL
5837,IS NULL
5838,IS NULL
5839,IS NULL
5840,IS NULL
5841,IS NULL
5842,IS NULL
5843,IS NULL
5844,IS NULL
5845,IS NULL
5846,IS NULL
5847,IS NULL
5848,IS NULL
5849,IS NULL
5850,IS NULL
5851,IS NULL
5852,Competitor
5853,IS NULL
5854,IS NULL
5855,IS NULL
5856,Other
5857,IS NULL
5858,IS NULL
5859,IS NULL
5860,IS NULL
5861,IS NULL
5862,IS NULL
5863,IS NULL
5864,IS NULL
5865,IS NULL
5866,Client service
5867,IS NULL
5868,IS NULL
5869,IS NULL
5870,Competitor
5871,Competitor
5872,IS NULL
5873,IS NULL
5874,Other
5875,IS NULL
5876,IS NULL
5877,Competitor
5878,IS NULL
5879,IS NULL
5880,IS NULL
5881,IS NULL
5882,IS NULL
5883,Client service
5884,IS NULL
5885,IS NULL
5886,IS NULL
5887,Price
5888,IS NULL
5889,Product quality
5890,IS NULL
5891,IS NULL
5892,Competitor
5893,IS NULL
5894,IS NULL
5895,Competitor
5896,IS NULL
5897,IS NULL
5898,IS NULL
5899,Price
5900,IS NULL
5901,IS NULL
5902,IS NULL
5903,IS NULL
5904,IS NULL
5905,IS NULL
5906,IS NULL
5907,IS NULL
5908,IS NULL
5909,IS NULL
5910,IS NULL
5911,IS NULL
5912,IS NULL
5913,Product quality
5914,IS NULL
5915,IS NULL
5916,IS NULL
5917,Competitor
5918,IS NULL
5919,IS NULL
5920,IS NULL
5921,IS NULL
5922,Client service
5923,Competitor
5924,IS NULL
5925,IS NULL
5926,IS NULL
5927,IS NULL
5928,Product quality
5929,IS NULL
5930,IS NULL
5931,IS NULL
5932,Competitor
5933,IS NULL
5934,Competitor
5935,Product quality
5936,Competitor
5937,IS NULL
5938,Product quality
5939,Competitor
5940,IS NULL
5941,IS NULL
5942,IS NULL
5943,Competitor
5944,Price
5945,IS NULL
5946,IS NULL
5947,Competitor
5948,IS NULL
5949,IS NULL
5950,IS NULL
5951,IS NULL
5952,Competitor
5953,IS NULL
5954,IS NULL
5955,Client service
5956,IS NULL
5957,Competitor
5958,IS NULL
5959,IS NULL
5960,IS NULL
5961,IS NULL
5962,IS NULL
5963,IS NULL
5964,IS NULL
5965,IS NULL
5966,IS NULL
5967,IS NULL
5968,IS NULL
5969,IS NULL
5970,Product quality
5971,IS NULL
5972,Product quality
5973,IS NULL
5974,Product quality
5975,IS NULL
5976,IS NULL
5977,Price
5978,IS NULL
5979,IS NULL
5980,Other
5981,IS NULL
5982,IS NULL
5983,Competitor
5984,IS NULL
5985,IS NULL
5986,Product quality
5987,Price
5988,Client service
5989,IS NULL
5990,Competitor
5991,IS NULL
5992,IS NULL
5993,IS NULL
5994,IS NULL
5995,IS NULL
5996,IS NULL
5997,IS NULL
5998,IS NULL
5999,IS NULL
6000,IS NULL
6001,IS NULL
6002,IS NULL
6003,IS NULL
6004,IS NULL
6005,Client service
6006,IS NULL
6007,IS NULL
6008,Product quality
6009,Competitor
6010,IS NULL
6011,IS NULL
6012,IS NULL
6013,IS NULL
6014,IS NULL
6015,Client service
6016,IS NULL
6017,IS NULL
6018,Client service
6019,IS NULL
6020,IS NULL
6021,IS NULL
6022,IS NULL
6023,IS NULL
6024,Competitor
6025,Competitor
6026,Client service
6027,IS NULL
6028,IS NULL
6029,IS NULL
6030,IS NULL
6031,IS NULL
6032,IS NULL
6033,IS NULL
6034,IS NULL
6035,IS NULL
6036,IS NULL
6037,IS NULL
6038,Other
6039,IS NULL
6040,IS NULL
6041,IS NULL
6042,Competitor
6043,IS NULL
6044,IS NULL
6045,Competitor
6046,IS NULL
6047,IS NULL
6048,IS NULL
6049,IS NULL
6050,IS NULL
6051,IS NULL
6052,IS NULL
6053,IS NULL
6054,Competitor
6055,Competitor
6056,IS NULL
6057,IS NULL
6058,IS NULL
6059,IS NULL
6060,IS NULL
6061,IS NULL
6062,IS NULL
6063,IS NULL
6064,Other
6065,IS NULL
6066,IS NULL
6067,IS NULL
6068,Competitor
6069,Competitor
6070,IS NULL
6071,IS NULL
6072,IS NULL
6073,IS NULL
6074,Competitor
6075,IS NULL
6076,IS NULL
6077,Competitor
6078,IS NULL
6079,IS NULL
6080,IS NULL
6081,Competitor
6082,IS NULL
6083,Competitor
6084,IS NULL
6085,Other
6086,Competitor
6087,IS NULL
6088,IS NULL
6089,Competitor
6090,IS NULL
6091,IS NULL
6092,IS NULL
6093,IS NULL
6094,Competitor
6095,IS NULL
6096,IS NULL
6097,Competitor
6098,Client service
6099,Client service
6100,IS NULL
6101,Client service
6102,Competitor
6103,Competitor
6104,IS NULL
6105,IS NULL
6106,IS NULL
6107,IS NULL
6108,IS NULL
6109,IS NULL
6110,Product quality
6111,Price
6112,IS NULL
6113,IS NULL
6114,IS NULL
6115,IS NULL
6116,IS NULL
6117,IS NULL
6118,IS NULL
6119,Competitor
6120,IS NULL
6121,IS NULL
6122,IS NULL
6123,IS NULL
6124,IS NULL
6125,IS NULL
6126,Product quality
6127,IS NULL
6128,Price
6129,IS NULL
6130,IS NULL
6131,IS NULL
6132,Competitor
6133,IS NULL
6134,IS NULL
6135,IS NULL
6136,IS NULL
6137,IS NULL
6138,Other
6139,Client service
6140,IS NULL
6141,IS NULL
6142,IS NULL
6143,IS NULL
6144,IS NULL
6145,IS NULL
6146,Competitor
6147,IS NULL
6148,IS NULL
6149,IS NULL
6150,IS NULL
6151,IS NULL
6152,Client service
6153,IS NULL
6154,IS NULL
6155,Other
6156,IS NULL
6157,Competitor
6158,IS NULL
6159,IS NULL
6160,IS NULL
6161,IS NULL
6162,IS NULL
6163,IS NULL
6164,IS NULL
6165,IS NULL
6166,IS NULL
6167,IS NULL
6168,IS NULL
6169,IS NULL
6170,IS NULL
6171,IS NULL
6172,Competitor
6173,IS NULL
6174,Competitor
6175,Product quality
6176,IS NULL
6177,IS NULL
6178,IS NULL
6179,IS NULL
6180,IS NULL
6181,IS NULL
6182,IS NULL
6183,Product quality
6184,IS NULL
6185,IS NULL
6186,IS NULL
6187,IS NULL
6188,IS NULL
6189,Product quality
6190,IS NULL
6191,IS NULL
6192,IS NULL
6193,IS NULL
6194,IS NULL
6195,Product quality
6196,IS NULL
6197,IS NULL
6198,IS NULL
6199,Competitor
6200,IS NULL
6201,Competitor
6202,IS NULL
6203,Other
6204,IS NULL
6205,IS NULL
6206,IS NULL
6207,Competitor
6208,IS NULL
6209,IS NULL
6210,Competitor
6211,IS NULL
6212,IS NULL
6213,IS NULL
6214,IS NULL
6215,Product quality
6216,IS NULL
6217,Competitor
6218,IS NULL
6219,IS NULL
6220,IS NULL
6221,IS NULL
6222,IS NULL
6223,IS NULL
6224,Competitor
6225,IS NULL
6226,Product quality
6227,IS NULL
6228,IS NULL
6229,Price
6230,Price
6231,IS NULL
6232,IS NULL
6233,IS NULL
6234,Product quality
6235,IS NULL
6236,Competitor
6237,IS NULL
6238,IS NULL
6239,IS NULL
6240,IS NULL
6241,Competitor
6242,IS NULL
6243,IS NULL
6244,Competitor
6245,Competitor
6246,Other
6247,IS NULL
6248,Client service
6249,Competitor
6250,IS NULL
6251,IS NULL
6252,IS NULL
6253,Product quality
6254,IS NULL
6255,IS NULL
6256,IS NULL
6257,Competitor
6258,IS NULL
6259,IS NULL
6260,IS NULL
6261,IS NULL
6262,Competitor
6263,IS NULL
6264,IS NULL
6265,Product quality
6266,IS NULL
6267,Client service
6268,IS NULL
6269,IS NULL
6270,IS NULL
6271,IS NULL
6272,IS NULL
6273,Competitor
6274,IS NULL
6275,IS NULL
6276,IS NULL
6277,IS NULL
6278,IS NULL
6279,IS NULL
6280,Other
6281,IS NULL
6282,IS NULL
6283,IS NULL
6284,IS NULL
6285,IS NULL
6286,IS NULL
6287,IS NULL
6288,IS NULL
6289,Competitor
6290,IS NULL
6291,IS NULL
6292,IS NULL
6293,IS NULL
6294,IS NULL
6295,IS NULL
6296,IS NULL
6297,IS NULL
6298,IS NULL
6299,IS NULL
6300,IS NULL
6301,Other
6302,IS NULL
6303,IS NULL
6304,IS NULL
6305,Competitor
6306,IS NULL
6307,Client service
6308,IS NULL
6309,IS NULL
6310,IS NULL
6311,Client service
6312,IS NULL
6313,Client service
6314,Competitor
6315,IS NULL
6316,Price
6317,IS NULL
6318,Competitor
6319,Competitor
6320,IS NULL
6321,IS NULL
6322,Competitor
6323,IS NULL
6324,IS NULL
6325,IS NULL
6326,IS NULL
6327,IS NULL
6328,IS NULL
6329,IS NULL
6330,IS NULL
6331,IS NULL
6332,IS NULL
6333,IS NULL
6334,IS NULL
6335,IS NULL
6336,Competitor
6337,IS NULL
6338,IS NULL
6339,Product quality
6340,IS NULL
6341,IS NULL
6342,IS NULL
6343,IS NULL
6344,IS NULL
6345,IS NULL
6346,IS NULL
6347,Product quality
6348,IS NULL
6349,IS NULL
6350,IS NULL
6351,Competitor
6352,IS NULL
6353,IS NULL
6354,IS NULL
6355,Competitor
6356,IS NULL
6357,Client service
6358,IS NULL
6359,IS NULL
6360,IS NULL
6361,IS NULL
6362,IS NULL
6363,IS NULL
6364,IS NULL
6365,Competitor
6366,Other
6367,Client service
6368,IS NULL
6369,Product quality
6370,IS NULL
6371,IS NULL
6372,IS NULL
6373,IS NULL
6374,IS NULL
6375,IS NULL
6376,Other
6377,IS NULL
6378,Price
6379,IS NULL
6380,IS NULL
6381,IS NULL
6382,IS NULL
6383,Other
6384,IS NULL
6385,Competitor
6386,IS NULL
6387,IS NULL
6388,IS NULL
6389,Other
6390,IS NULL
6391,IS NULL
6392,Competitor
6393,Price
6394,Product quality
6395,IS NULL
6396,IS NULL
6397,IS NULL
6398,Competitor
6399,Price
6400,IS NULL
6401,IS NULL
6402,IS NULL
6403,IS NULL
6404,IS NULL
6405,IS NULL
6406,IS NULL
6407,IS NULL
6408,IS NULL
6409,IS NULL
6410,IS NULL
6411,IS NULL
6412,Product quality
6413,IS NULL
6414,IS NULL
6415,IS NULL
6416,IS NULL
6417,IS NULL
6418,Competitor
6419,IS NULL
6420,IS NULL
6421,IS NULL
6422,IS NULL
6423,Competitor
6424,IS NULL
6425,IS NULL
6426,Other
6427,IS NULL
6428,Client service
6429,IS NULL
6430,IS NULL
6431,Price
6432,IS NULL
6433,IS NULL
6434,IS NULL
6435,IS NULL
6436,IS NULL
6437,IS NULL
6438,IS NULL
6439,IS NULL
6440,IS NULL
6441,Client service
6442,IS NULL
6443,IS NULL
6444,Price
6445,IS NULL
6446,IS NULL
6447,IS NULL
6448,IS NULL
6449,IS NULL
6450,Product quality
6451,IS NULL
6452,IS NULL
6453,IS NULL
6454,Price
6455,IS NULL
6456,IS NULL
6457,IS NULL
6458,IS NULL
6459,Client service
6460,IS NULL
6461,IS NULL
6462,IS NULL
6463,IS NULL
6464,IS NULL
6465,IS NULL
6466,IS NULL
6467,IS NULL
6468,IS NULL
6469,IS NULL
6470,Price
6471,IS NULL
6472,IS NULL
6473,IS NULL
6474,IS NULL
6475,IS NULL
6476,Product quality
6477,Price
6478,Client service
6479,Other
6480,IS NULL
6481,Product quality
6482,IS NULL
6483,IS NULL
6484,IS NULL
6485,Client service
6486,Price
6487,Competitor
6488,Product quality
6489,IS NULL
6490,IS NULL
6491,IS NULL
6492,Product quality
6493,IS NULL
6494,IS NULL
6495,IS NULL
6496,Client service
6497,IS NULL
6498,IS NULL
6499,IS NULL
6500,Product quality
6501,Price
6502,IS NULL
6503,IS NULL
6504,Price
6505,IS NULL
6506,IS NULL
6507,IS NULL
6508,Other
6509,IS NULL
6510,IS NULL
6511,Other
6512,IS NULL
6513,Competitor
6514,IS NULL
6515,IS NULL
6516,Competitor
6517,Competitor
6518,Competitor
6519,IS NULL
6520,IS NULL
6521,Competitor
6522,IS NULL
6523,Competitor
6524,IS NULL
6525,IS NULL
6526,IS NULL
6527,Competitor
6528,IS NULL
6529,Competitor
6530,IS NULL
6531,Competitor
6532,IS NULL
6533,IS NULL
6534,IS NULL
6535,IS NULL
6536,IS NULL
6537,IS NULL
6538,IS NULL
6539,Other
6540,Competitor
6541,IS NULL
6542,Product quality
6543,IS NULL
6544,IS NULL
6545,IS NULL
6546,IS NULL
6547,IS NULL
6548,IS NULL
6549,Product quality
6550,Client service
6551,Other
6552,Competitor
6553,IS NULL
6554,IS NULL
6555,IS NULL
6556,IS NULL
6557,IS NULL
6558,IS NULL
6559,Price
6560,Product quality
6561,IS NULL
6562,IS NULL
6563,IS NULL
6564,Price
6565,IS NULL
6566,IS NULL
6567,IS NULL
6568,IS NULL
6569,IS NULL
6570,IS NULL
6571,IS NULL
6572,IS NULL
6573,IS NULL
6574,IS NULL
6575,IS NULL
6576,IS NULL
6577,IS NULL
6578,IS NULL
6579,IS NULL
6580,IS NULL
6581,IS NULL
6582,IS NULL
6583,Product quality
6584,IS NULL
6585,IS NULL
6586,IS NULL
6587,IS NULL
6588,IS NULL
6589,IS NULL
6590,IS NULL
6591,IS NULL
6592,Price
6593,Competitor
6594,IS NULL
6595,IS NULL
6596,IS NULL
6597,IS NULL
6598,IS NULL
6599,Product quality
6600,Product quality
6601,IS NULL
6602,IS NULL
6603,IS NULL
6604,IS NULL
6605,IS NULL
6606,IS NULL
6607,Competitor
6608,IS NULL
6609,IS NULL
6610,IS NULL
6611,IS NULL
6612,IS NULL
6613,IS NULL
6614,IS NULL
6615,Competitor
6616,IS NULL
6617,IS NULL
6618,IS NULL
6619,IS NULL
6620,IS NULL
6621,Other
6622,IS NULL
6623,Competitor
6624,Competitor
6625,Competitor
6626,IS NULL
6627,IS NULL
6628,IS NULL
6629,IS NULL
6630,Competitor
6631,IS NULL
6632,IS NULL
6633,Competitor
6634,IS NULL
6635,IS NULL
6636,IS NULL
6637,IS NULL
6638,Client service
6639,IS NULL
6640,IS NULL
6641,IS NULL
6642,Other
6643,Product quality
6644,IS NULL
6645,IS NULL
6646,Other
6647,IS NULL
